"","Anno","Mese","Municipio","Incidenti","Feriti","Morti"
"858",2008,2,7,101,136,1
"859",2008,2,8,132,175,0
"860",2008,2,9,151,211,1
"861",2008,3,NA,31,42,0
"862",2008,3,1,138,171,0
"863",2008,3,2,88,124,0
"864",2008,3,3,151,221,1
"865",2008,3,4,102,142,0
"866",2008,3,5,120,164,1
"867",2008,3,6,107,143,1
"868",2008,3,7,116,159,0
"869",2008,3,8,161,212,0
"870",2008,3,9,164,243,3
"871",2008,4,NA,48,67,0
"872",2008,4,1,130,161,1
"873",2008,4,2,101,132,0
"874",2008,4,3,146,182,0
"875",2008,4,4,114,168,0
"876",2008,4,5,124,172,1
"877",2008,4,6,109,147,0
"878",2008,4,7,133,180,0
"879",2008,4,8,163,219,1
"880",2008,4,9,143,202,1
"881",2008,5,NA,42,54,2
"882",2008,5,1,113,148,0
"883",2008,5,2,81,126,0
"884",2008,5,3,159,216,1
"885",2008,5,4,115,151,1
"886",2008,5,5,106,151,0
"887",2008,5,6,98,134,1
"888",2008,5,7,151,210,2
"889",2008,5,8,143,197,3
"890",2008,5,9,136,187,1
"891",2008,6,NA,47,62,0
"892",2008,6,1,124,162,0
"893",2008,6,2,87,115,0
"894",2008,6,3,159,205,1
"895",2008,6,4,134,191,0
"896",2008,6,5,108,152,1
"897",2008,6,6,102,135,2
"898",2008,6,7,142,189,1
"899",2008,6,8,147,190,0
"900",2008,6,9,155,222,1
"901",2008,7,NA,42,57,1
"902",2008,7,1,132,164,0
"903",2008,7,2,80,103,0
"904",2008,7,3,171,221,0
"905",2008,7,4,104,131,1
"906",2008,7,5,119,152,2
"907",2008,7,6,101,143,0
"908",2008,7,7,136,176,0
"909",2008,7,8,147,185,1
"910",2008,7,9,146,198,0
"911",2008,8,NA,23,29,0
"912",2008,8,1,42,56,2
"913",2008,8,2,34,41,0
"914",2008,8,3,63,95,0
"915",2008,8,4,57,71,0
"916",2008,8,5,65,92,2
"917",2008,8,6,47,60,0
"918",2008,8,7,69,101,0
"919",2008,8,8,79,105,0
"920",2008,8,9,96,128,0
"921",2008,9,NA,36,45,1
"922",2008,9,1,157,199,0
"923",2008,9,2,76,102,0
"924",2008,9,3,126,179,1
"925",2008,9,4,125,176,0
"926",2008,9,5,132,175,3
"927",2008,9,6,114,170,1
"928",2008,9,7,134,176,1
"929",2008,9,8,151,185,0
"930",2008,9,9,147,197,1
"931",2008,10,NA,58,82,0
"932",2008,10,1,157,212,0
"933",2008,10,2,84,103,0
"934",2008,10,3,182,221,2
"935",2008,10,4,137,176,1
"936",2008,10,5,144,229,1
"937",2008,10,6,129,159,2
"938",2008,10,7,123,179,0
"939",2008,10,8,187,234,0
"940",2008,10,9,177,220,1
"941",2008,11,NA,55,71,0
"942",2008,11,1,165,199,0
"943",2008,11,2,86,110,0
"944",2008,11,3,162,222,0
"945",2008,11,4,115,152,0
"946",2008,11,5,116,138,1
"947",2008,11,6,93,121,0
"948",2008,11,7,117,154,0
"949",2008,11,8,161,213,1
"950",2008,11,9,161,214,0
"951",2008,12,NA,37,51,1
"952",2008,12,1,109,133,0
"953",2008,12,2,56,73,0
"954",2008,12,3,129,178,1
"955",2008,12,4,101,128,1
"956",2008,12,5,83,117,0
"957",2008,12,6,74,103,0
"958",2008,12,7,111,148,2
"959",2008,12,8,119,161,0
"960",2008,12,9,143,189,1
"961",2009,1,NA,33,45,0
"962",2009,1,1,114,141,0
"963",2009,1,2,56,78,0
"964",2009,1,3,103,135,0
"965",2009,1,4,69,87,0
"966",2009,1,5,83,122,0
"967",2009,1,6,75,105,0
"968",2009,1,7,98,133,0
"969",2009,1,8,88,126,0
"970",2009,1,9,134,176,1
"971",2009,2,NA,31,42,0
"972",2009,2,1,103,127,1
"973",2009,2,2,52,75,0
"974",2009,2,3,104,141,0
"975",2009,2,4,75,90,2
"976",2009,2,5,69,106,0
"977",2009,2,6,83,108,0
"978",2009,2,7,92,120,1
"979",2009,2,8,105,143,1
"980",2009,2,9,112,144,1
"981",2009,3,NA,55,69,1
"982",2009,3,1,159,191,0
"983",2009,3,2,68,91,0
"984",2009,3,3,130,178,0
"985",2009,3,4,110,142,0
"986",2009,3,5,115,168,0
"987",2009,3,6,94,118,0
"988",2009,3,7,129,171,0
"989",2009,3,8,136,162,0
"990",2009,3,9,133,185,1
"991",2009,4,NA,52,75,1
"992",2009,4,1,121,154,1
"993",2009,4,2,66,99,0
"994",2009,4,3,122,169,0
"995",2009,4,4,103,133,0
"996",2009,4,5,109,156,2
"997",2009,4,6,95,126,0
"998",2009,4,7,96,120,0
"999",2009,4,8,134,172,1
"1000",2009,4,9,146,211,1
"1001",2009,5,NA,32,41,0
"1002",2009,5,1,144,179,0
"1003",2009,5,2,88,115,0
"1004",2009,5,3,157,190,0
"1005",2009,5,4,116,145,0
"1006",2009,5,5,110,153,0
"1007",2009,5,6,118,156,0
"1008",2009,5,7,150,197,1
"1009",2009,5,8,160,198,1
"1010",2009,5,9,145,191,0
"1011",2009,6,NA,34,46,0
"1012",2009,6,1,134,175,0
"1013",2009,6,2,89,120,0
"1014",2009,6,3,137,189,0
"1015",2009,6,4,143,199,1
"1016",2009,6,5,123,175,2
"1017",2009,6,6,113,149,2
"1018",2009,6,7,124,172,0
"1019",2009,6,8,178,238,0
"1020",2009,6,9,164,223,2
"1021",2009,7,NA,52,68,0
"1022",2009,7,1,147,175,0
"1023",2009,7,2,80,108,0
"1024",2009,7,3,130,177,1
"1025",2009,7,4,122,161,1
"1026",2009,7,5,119,157,1
"1027",2009,7,6,109,144,0
"1028",2009,7,7,126,161,0
"1029",2009,7,8,140,179,0
"1030",2009,7,9,142,196,0
"1031",2009,8,NA,27,32,0
"1032",2009,8,1,56,79,0
"1033",2009,8,2,31,42,0
"1034",2009,8,3,73,100,0
"1035",2009,8,4,65,101,1
"1036",2009,8,5,65,97,0
"1037",2009,8,6,53,75,1
"1038",2009,8,7,65,98,1
"1039",2009,8,8,77,101,1
"1040",2009,8,9,74,113,2
"1041",2009,9,NA,45,66,0
"1042",2009,9,1,144,182,0
"1043",2009,9,2,78,120,1
"1044",2009,9,3,131,176,0
"1045",2009,9,4,112,148,2
"1046",2009,9,5,107,151,0
"1047",2009,9,6,99,136,1
"1048",2009,9,7,126,148,1
"1049",2009,9,8,121,153,2
"1050",2009,9,9,166,228,0
"1051",2009,10,NA,53,75,1
"1052",2009,10,1,187,241,0
"1053",2009,10,2,96,143,1
"1054",2009,10,3,145,201,0
"1055",2009,10,4,136,184,1
"1056",2009,10,5,124,168,0
"1057",2009,10,6,114,151,0
"1058",2009,10,7,102,130,0
"1059",2009,10,8,159,211,0
"1060",2009,10,9,157,198,1
"1061",2009,11,NA,44,63,0
"1062",2009,11,1,149,196,0
"1063",2009,11,2,74,106,0
"1064",2009,11,3,158,212,0
"1065",2009,11,4,124,169,1
"1066",2009,11,5,125,172,1
"1067",2009,11,6,82,106,1
"1068",2009,11,7,115,146,1
"1069",2009,11,8,141,196,0
"1070",2009,11,9,138,182,1
"1071",2009,12,NA,36,50,0
"1072",2009,12,1,94,122,0
"1073",2009,12,2,66,88,0
"1074",2009,12,3,117,149,1
"1075",2009,12,4,91,127,0
"1076",2009,12,5,83,108,0
"1077",2009,12,6,85,108,0
"1078",2009,12,7,85,110,0
"1079",2009,12,8,121,175,1
"1080",2009,12,9,136,193,0
"1081",2010,1,NA,39,46,4
"1082",2010,1,1,108,141,0
"1083",2010,1,2,45,76,0
"1084",2010,1,3,104,140,1
"1085",2010,1,4,76,108,0
"1086",2010,1,5,58,83,0
"1087",2010,1,6,83,106,1
"1088",2010,1,7,82,103,1
"1089",2010,1,8,118,172,0
"1090",2010,1,9,116,163,0
"1091",2010,2,NA,30,40,0
"1092",2010,2,1,116,161,1
"1093",2010,2,2,58,69,0
"1094",2010,2,3,117,171,0
"1095",2010,2,4,65,86,1
"1096",2010,2,5,83,121,0
"1097",2010,2,6,73,97,0
"1098",2010,2,7,78,105,0
"1099",2010,2,8,98,129,2
"1100",2010,2,9,120,167,0
"1101",2010,3,NA,57,80,0
"1102",2010,3,1,127,158,0
"1103",2010,3,2,53,74,0
"1104",2010,3,3,140,198,1
"1105",2010,3,4,108,147,1
"1106",2010,3,5,113,143,0
"1107",2010,3,6,85,116,0
"1108",2010,3,7,104,131,1
"1109",2010,3,8,146,189,0
"1110",2010,3,9,174,235,1
"1111",2010,4,NA,48,70,0
"1112",2010,4,1,133,169,1
"1113",2010,4,2,70,86,0
"1114",2010,4,3,125,173,0
"1115",2010,4,4,119,161,2
"1116",2010,4,5,122,174,0
"1117",2010,4,6,109,148,0
"1118",2010,4,7,105,152,1
"1119",2010,4,8,138,183,0
"1120",2010,4,9,144,193,0
"1121",2010,5,NA,53,68,0
"1122",2010,5,1,147,179,1
"1123",2010,5,2,76,103,0
"1124",2010,5,3,138,195,0
"1125",2010,5,4,135,200,1
"1126",2010,5,5,123,158,1
"1127",2010,5,6,107,142,0
"1128",2010,5,7,106,143,1
"1129",2010,5,8,143,196,0
"1130",2010,5,9,126,168,0
"1131",2010,6,NA,53,76,0
"1132",2010,6,1,130,170,0
"1133",2010,6,2,75,98,1
"1134",2010,6,3,149,205,0
"1135",2010,6,4,122,155,1
"1136",2010,6,5,117,162,1
"1137",2010,6,6,87,115,0
"1138",2010,6,7,126,175,1
"1139",2010,6,8,140,169,0
"1140",2010,6,9,134,189,0
"1141",2010,7,NA,33,38,0
"1142",2010,7,1,121,167,0
"1143",2010,7,2,85,116,1
"1144",2010,7,3,135,185,1
"1145",2010,7,4,131,183,3
"1146",2010,7,5,107,143,1
"1147",2010,7,6,99,138,1
"1148",2010,7,7,99,125,0
"1149",2010,7,8,110,151,1
"1150",2010,7,9,153,204,1
"1151",2010,8,NA,27,40,0
"1152",2010,8,1,35,46,0
"1153",2010,8,2,37,53,0
"1154",2010,8,3,72,113,0
"1155",2010,8,4,49,70,0
"1156",2010,8,5,57,89,2
"1157",2010,8,6,47,65,0
"1158",2010,8,7,53,80,1
"1159",2010,8,8,79,99,0
"1160",2010,8,9,74,108,0
"1161",2010,9,NA,51,69,0
"1162",2010,9,1,121,154,0
"1163",2010,9,2,73,100,0
"1164",2010,9,3,114,145,0
"1165",2010,9,4,100,138,0
"1166",2010,9,5,106,135,0
"1167",2010,9,6,65,84,2
"1168",2010,9,7,106,134,0
"1169",2010,9,8,136,181,1
"1170",2010,9,9,150,207,2
"1171",2010,10,NA,46,64,0
"1172",2010,10,1,142,182,1
"1173",2010,10,2,76,96,0
"1174",2010,10,3,131,188,0
"1175",2010,10,4,130,192,0
"1176",2010,10,5,118,162,0
"1177",2010,10,6,76,99,0
"1178",2010,10,7,115,152,1
"1179",2010,10,8,131,164,0
"1180",2010,10,9,181,252,0
"1181",2010,11,NA,52,76,1
"1182",2010,11,1,166,201,0
"1183",2010,11,2,71,95,0
"1184",2010,11,3,124,157,0
"1185",2010,11,4,92,126,0
"1186",2010,11,5,112,162,0
"1187",2010,11,6,90,123,0
"1188",2010,11,7,107,141,0
"1189",2010,11,8,135,170,1
"1190",2010,11,9,126,178,1
"1191",2010,12,NA,46,69,0
"1192",2010,12,1,103,133,0
"1193",2010,12,2,48,61,0
"1194",2010,12,3,119,158,0
"1195",2010,12,4,90,132,0
"1196",2010,12,5,80,117,0
"1197",2010,12,6,81,102,0
"1198",2010,12,7,89,120,0
"1199",2010,12,8,119,148,2
"1200",2010,12,9,117,156,2
"1201",2011,1,NA,34,45,0
"1202",2011,1,1,82,110,1
"1203",2011,1,2,44,72,0
"1204",2011,1,3,75,119,0
"1205",2011,1,4,71,107,0
"1206",2011,1,5,75,110,1
"1207",2011,1,6,68,99,1
"1208",2011,1,7,67,83,0
"1209",2011,1,8,76,106,1
"1210",2011,1,9,109,147,0
"1211",2011,2,NA,46,70,1
"1212",2011,2,1,85,104,0
"1213",2011,2,2,57,83,0
"1214",2011,2,3,114,154,0
"1215",2011,2,4,67,87,1
"1216",2011,2,5,93,132,1
"1217",2011,2,6,83,105,0
"1218",2011,2,7,76,100,0
"1219",2011,2,8,102,136,0
"1220",2011,2,9,110,147,0
"1221",2011,3,NA,95,129,0
"1222",2011,3,1,105,131,0
"1223",2011,3,2,69,90,0
"1224",2011,3,3,112,145,0
"1225",2011,3,4,100,125,2
"1226",2011,3,5,80,115,0
"1227",2011,3,6,83,123,1
"1228",2011,3,7,105,150,2
"1229",2011,3,8,118,153,0
"1230",2011,3,9,128,190,0
"1231",2011,4,NA,180,236,0
"1232",2011,4,1,103,131,0
"1233",2011,4,2,72,93,0
"1234",2011,4,3,115,151,0
"1235",2011,4,4,88,112,0
"1236",2011,4,5,79,111,0
"1237",2011,4,6,100,136,0
"1238",2011,4,7,107,145,1
"1239",2011,4,8,96,119,0
"1240",2011,4,9,102,136,0
"1241",2011,5,NA,347,459,1
"1242",2011,5,1,105,133,0
"1243",2011,5,2,60,78,0
"1244",2011,5,3,110,138,0
"1245",2011,5,4,77,103,0
"1246",2011,5,5,62,92,0
"1247",2011,5,6,59,86,1
"1248",2011,5,7,99,136,0
"1249",2011,5,8,131,167,0
"1250",2011,5,9,127,159,1
"1251",2011,6,NA,356,475,2
"1252",2011,6,1,84,103,0
"1253",2011,6,2,51,60,0
"1254",2011,6,3,96,123,0
"1255",2011,6,4,68,90,0
"1256",2011,6,5,78,112,0
"1257",2011,6,6,76,100,1
"1258",2011,6,7,55,80,0
"1259",2011,6,8,53,71,0
"1260",2011,6,9,75,111,0
"1261",2011,7,NA,32,40,0
"1262",2011,7,1,97,117,0
"1263",2011,7,2,74,93,1
"1264",2011,7,3,129,172,0
"1265",2011,7,4,101,142,0
"1266",2011,7,5,81,115,0
"1267",2011,7,6,78,106,0
"1268",2011,7,7,99,143,0
"1269",2011,7,8,109,155,0
"1270",2011,7,9,133,175,0
"1271",2011,8,NA,27,31,0
"1272",2011,8,1,49,67,0
"1273",2011,8,2,33,39,0
"1274",2011,8,3,62,89,0
"1275",2011,8,4,49,64,0
"1276",2011,8,5,42,60,0
"1277",2011,8,6,44,54,1
"1278",2011,8,7,56,75,2
"1279",2011,8,8,61,87,1
"1280",2011,8,9,79,108,0
"1281",2011,9,NA,52,67,0
"1282",2011,9,1,148,182,0
"1283",2011,9,2,76,112,0
"1284",2011,9,3,134,166,0
"1285",2011,9,4,105,134,3
"1286",2011,9,5,127,169,2
"1287",2011,9,6,104,145,1
"1288",2011,9,7,135,185,0
"1289",2011,9,8,118,157,2
"1290",2011,9,9,146,203,0
"1291",2011,10,NA,45,61,1
"1292",2011,10,1,136,162,0
"1293",2011,10,2,81,106,0
"1294",2011,10,3,161,216,2
"1295",2011,10,4,103,143,0
"1296",2011,10,5,119,162,0
"1297",2011,10,6,105,141,1
"1298",2011,10,7,139,192,2
"1299",2011,10,8,130,156,1
"1300",2011,10,9,171,232,3
"1301",2011,11,NA,43,68,0
"1302",2011,11,1,149,188,0
"1303",2011,11,2,61,88,0
"1304",2011,11,3,123,156,2
"1305",2011,11,4,85,105,0
"1306",2011,11,5,97,156,0
"1307",2011,11,6,86,120,1
"1308",2011,11,7,106,142,1
"1309",2011,11,8,110,154,0
"1310",2011,11,9,106,155,0
"1311",2011,12,NA,31,35,0
"1312",2011,12,1,109,127,0
"1313",2011,12,2,63,85,0
"1314",2011,12,3,110,148,0
"1315",2011,12,4,88,123,1
"1316",2011,12,5,68,94,0
"1317",2011,12,6,75,120,0
"1318",2011,12,7,102,126,0
"1319",2011,12,8,112,158,0
"1320",2011,12,9,141,194,1
"1321",2012,1,NA,44,70,0
"1322",2012,1,1,133,162,0
"1323",2012,1,2,66,80,1
"1324",2012,1,3,102,126,0
"1325",2012,1,4,78,127,0
"1326",2012,1,5,70,89,0
"1327",2012,1,6,62,78,1
"1328",2012,1,7,105,146,1
"1329",2012,1,8,99,149,0
"1330",2012,1,9,125,168,2
"1331",2012,2,NA,36,47,0
"1332",2012,2,1,70,88,0
"1333",2012,2,2,50,69,0
"1334",2012,2,3,83,114,0
"1335",2012,2,4,82,106,0
"1336",2012,2,5,70,92,0
"1337",2012,2,6,58,74,1
"1338",2012,2,7,80,119,0
"1339",2012,2,8,81,109,0
"1340",2012,2,9,96,132,0
"1341",2012,3,NA,36,41,0
"1342",2012,3,1,127,153,0
"1343",2012,3,2,78,95,1
"1344",2012,3,3,112,138,0
"1345",2012,3,4,97,117,0
"1346",2012,3,5,83,127,0
"1347",2012,3,6,95,125,1
"1348",2012,3,7,97,130,0
"1349",2012,3,8,102,137,0
"1350",2012,3,9,126,175,1
"1351",2012,4,NA,40,63,0
"1352",2012,4,1,75,91,1
"1353",2012,4,2,73,89,1
"1354",2012,4,3,105,160,0
"1355",2012,4,4,82,116,0
"1356",2012,4,5,81,125,1
"1357",2012,4,6,74,92,1
"1358",2012,4,7,76,100,1
"1359",2012,4,8,99,133,0
"1360",2012,4,9,104,148,1
"1361",2012,5,NA,38,53,0
"1362",2012,5,1,130,164,0
"1363",2012,5,2,88,105,1
"1364",2012,5,3,129,171,0
"1365",2012,5,4,89,113,0
"1366",2012,5,5,108,140,0
"1367",2012,5,6,109,139,2
"1368",2012,5,7,104,140,2
"1369",2012,5,8,124,181,0
"1370",2012,5,9,128,178,0
"1371",2012,6,NA,39,50,0
"1372",2012,6,1,107,139,0
"1373",2012,6,2,71,85,0
"1374",2012,6,3,124,159,0
"1375",2012,6,4,101,131,0
"1376",2012,6,5,112,158,3
"1377",2012,6,6,88,114,2
"1378",2012,6,7,89,118,1
"1379",2012,6,8,112,141,1
"1380",2012,6,9,132,187,0
"1381",2012,7,NA,37,48,0
"1382",2012,7,1,107,120,0
"1383",2012,7,2,70,96,0
"1384",2012,7,3,128,163,0
"1385",2012,7,4,86,99,2
"1386",2012,7,5,93,120,0
"1387",2012,7,6,71,90,0
"1388",2012,7,7,105,136,2
"1389",2012,7,8,105,139,1
"1390",2012,7,9,100,130,1
"1391",2012,8,NA,33,60,0
"1392",2012,8,1,41,50,0
"1393",2012,8,2,39,57,0
"1394",2012,8,3,68,90,1
"1395",2012,8,4,47,71,0
"1396",2012,8,5,50,70,0
"1397",2012,8,6,49,65,0
"1398",2012,8,7,44,54,0
"1399",2012,8,8,82,111,1
"1400",2012,8,9,65,91,0
"1401",2012,9,NA,34,53,0
"1402",2012,9,1,95,116,0
"1403",2012,9,2,57,67,0
"1404",2012,9,3,107,138,2
"1405",2012,9,4,94,111,0
"1406",2012,9,5,91,140,0
"1407",2012,9,6,71,93,1
"1408",2012,9,7,84,114,1
"1409",2012,9,8,106,127,0
"1410",2012,9,9,115,152,0
"1411",2012,10,NA,46,65,0
"1412",2012,10,1,133,173,1
"1413",2012,10,2,84,99,2
"1414",2012,10,3,123,177,1
"1415",2012,10,4,93,121,0
"1416",2012,10,5,116,147,2
"1417",2012,10,6,105,142,0
"1418",2012,10,7,117,148,0
"1419",2012,10,8,144,174,0
"1420",2012,10,9,131,173,0
"1421",2012,11,NA,43,57,0
"1422",2012,11,1,120,157,0
"1423",2012,11,2,51,61,0
"1424",2012,11,3,126,178,0
"1425",2012,11,4,106,151,1
"1426",2012,11,5,105,149,0
"1427",2012,11,6,79,101,1
"1428",2012,11,7,99,133,0
"1429",2012,11,8,140,182,2
"1430",2012,11,9,130,180,0
"1431",2012,12,NA,26,32,0
"1432",2012,12,1,126,161,0
"1433",2012,12,2,51,61,0
"1434",2012,12,3,104,142,0
"1435",2012,12,4,57,67,1
"1436",2012,12,5,76,107,1
"1437",2012,12,6,65,86,0
"1438",2012,12,7,77,101,0
"1439",2012,12,8,100,120,1
"1440",2012,12,9,104,151,1
"1441",2013,1,NA,42,55,2
"1442",2013,1,1,72,100,0
"1443",2013,1,2,35,47,0
"1444",2013,1,3,95,117,0
"1445",2013,1,4,74,91,1
"1446",2013,1,5,68,91,0
"1447",2013,1,6,73,96,1
"1448",2013,1,7,66,86,0
"1449",2013,1,8,96,130,0
"1450",2013,1,9,86,130,0
"1451",2013,2,NA,48,61,0
"1452",2013,2,1,62,87,0
"1453",2013,2,2,45,62,0
"1454",2013,2,3,79,98,1
"1455",2013,2,4,77,95,0
"1456",2013,2,5,53,70,0
"1457",2013,2,6,75,105,0
"1458",2013,2,7,61,74,0
"1459",2013,2,8,73,93,0
"1460",2013,2,9,103,135,1
"1461",2013,3,NA,41,54,0
"1462",2013,3,1,88,111,0
"1463",2013,3,2,44,65,0
"1464",2013,3,3,99,151,0
"1465",2013,3,4,79,111,1
"1466",2013,3,5,90,127,0
"1467",2013,3,6,58,77,1
"1468",2013,3,7,71,83,0
"1469",2013,3,8,92,112,0
"1470",2013,3,9,93,120,0
"1471",2013,4,NA,37,42,0
"1472",2013,4,1,90,118,0
"1473",2013,4,2,44,56,0
"1474",2013,4,3,87,121,0
"1475",2013,4,4,64,87,1
"1476",2013,4,5,91,121,0
"1477",2013,4,6,76,100,0
"1478",2013,4,7,80,108,1
"1479",2013,4,8,113,150,0
"1480",2013,4,9,95,125,0
"1481",2013,5,NA,33,36,0
"1482",2013,5,1,115,143,1
"1483",2013,5,2,52,63,0
"1484",2013,5,3,111,149,0
"1485",2013,5,4,90,122,0
"1486",2013,5,5,74,101,0
"1487",2013,5,6,90,119,0
"1488",2013,5,7,100,132,0
"1489",2013,5,8,112,156,0
"1490",2013,5,9,109,147,0
"1491",2013,6,NA,45,57,0
"1492",2013,6,1,112,128,0
"1493",2013,6,2,64,85,0
"1494",2013,6,3,104,134,0
"1495",2013,6,4,98,135,0
"1496",2013,6,5,109,144,0
"1497",2013,6,6,94,129,0
"1498",2013,6,7,115,139,1
"1499",2013,6,8,96,138,1
"1500",2013,6,9,130,178,0
"1501",2013,7,NA,43,47,0
"1502",2013,7,1,114,143,0
"1503",2013,7,2,56,73,2
"1504",2013,7,3,92,107,0
"1505",2013,7,4,86,103,0
"1506",2013,7,5,91,120,0
"1507",2013,7,6,75,94,0
"1508",2013,7,7,81,114,0
"1509",2013,7,8,135,176,0
"1510",2013,7,9,107,143,0
"1511",2013,8,NA,34,49,0
"1512",2013,8,1,30,40,1
"1513",2013,8,2,30,38,0
"1514",2013,8,3,50,67,0
"1515",2013,8,4,48,65,0
"1516",2013,8,5,45,52,0
"1517",2013,8,6,38,49,0
"1518",2013,8,7,70,99,0
"1519",2013,8,8,63,87,0
"1520",2013,8,9,75,100,0
"1521",2013,9,NA,50,62,0
"1522",2013,9,1,112,142,0
"1523",2013,9,2,40,50,0
"1524",2013,9,3,109,144,0
"1525",2013,9,4,85,118,1
"1526",2013,9,5,82,110,0
"1527",2013,9,6,98,134,0
"1528",2013,9,7,78,98,0
"1529",2013,9,8,114,148,0
"1530",2013,9,9,102,136,1
"1531",2013,10,NA,51,68,0
"1532",2013,10,1,132,164,0
"1533",2013,10,2,68,87,0
"1534",2013,10,3,118,148,0
"1535",2013,10,4,99,135,0
"1536",2013,10,5,94,134,0
"1537",2013,10,6,92,121,3
"1538",2013,10,7,115,157,0
"1539",2013,10,8,100,149,1
"1540",2013,10,9,125,158,0
"1541",2013,11,NA,53,71,1
"1542",2013,11,1,117,148,0
"1543",2013,11,2,56,74,0
"1544",2013,11,3,104,127,1
"1545",2013,11,4,64,79,0
"1546",2013,11,5,82,99,0
"1547",2013,11,6,83,114,0
"1548",2013,11,7,92,128,0
"1549",2013,11,8,100,122,0
"1550",2013,11,9,107,130,2
"1551",2013,12,NA,54,74,0
"1552",2013,12,1,93,109,1
"1553",2013,12,2,50,70,0
"1554",2013,12,3,98,122,1
"1555",2013,12,4,68,92,0
"1556",2013,12,5,62,77,0
"1557",2013,12,6,70,99,0
"1558",2013,12,7,71,89,0
"1559",2013,12,8,111,147,1
"1560",2013,12,9,105,154,0
"1561",2014,1,NA,54,76,0
"1562",2014,1,1,84,108,0
"1563",2014,1,2,44,58,0
"1564",2014,1,3,66,85,0
"1565",2014,1,4,62,88,0
"1566",2014,1,5,53,75,0
"1567",2014,1,6,58,80,0
"1568",2014,1,7,75,97,0
"1569",2014,1,8,63,74,1
"1570",2014,1,9,77,95,1
"1571",2014,2,NA,27,33,0
"1572",2014,2,1,92,110,0
"1573",2014,2,2,37,50,0
"1574",2014,2,3,86,103,0
"1575",2014,2,4,64,81,0
"1576",2014,2,5,74,108,1
"1577",2014,2,6,65,80,1
"1578",2014,2,7,70,97,0
"1579",2014,2,8,75,115,0
"1580",2014,2,9,94,122,0
"1581",2014,3,NA,37,43,0
"1582",2014,3,1,89,108,0
"1583",2014,3,2,48,67,0
"1584",2014,3,3,87,114,0
"1585",2014,3,4,53,70,1
"1586",2014,3,5,82,104,0
"1587",2014,3,6,68,95,0
"1588",2014,3,7,89,115,0
"1589",2014,3,8,102,119,0
"1590",2014,3,9,104,144,1
"1591",2014,4,NA,57,74,0
"1592",2014,4,1,93,113,0
"1593",2014,4,2,54,67,0
"1594",2014,4,3,91,110,0
"1595",2014,4,4,86,117,1
"1596",2014,4,5,78,99,0
"1597",2014,4,6,71,97,0
"1598",2014,4,7,92,112,1
"1599",2014,4,8,113,143,0
"1600",2014,4,9,102,148,2
"1601",2014,5,NA,37,45,0
"1602",2014,5,1,120,143,1
"1603",2014,5,2,53,58,0
"1604",2014,5,3,96,123,1
"1605",2014,5,4,80,108,0
"1606",2014,5,5,88,108,0
"1607",2014,5,6,77,103,0
"1608",2014,5,7,97,121,2
"1609",2014,5,8,133,157,1
"1610",2014,5,9,105,129,1
"1611",2014,6,NA,41,52,1
"1612",2014,6,1,103,126,0
"1613",2014,6,2,69,91,0
"1614",2014,6,3,98,132,0
"1615",2014,6,4,81,96,4
"1616",2014,6,5,78,116,0
"1617",2014,6,6,69,93,1
"1618",2014,6,7,96,121,0
"1619",2014,6,8,94,121,0
"1620",2014,6,9,95,131,0
"1621",2014,7,NA,46,68,0
"1622",2014,7,1,103,125,0
"1623",2014,7,2,50,63,0
"1624",2014,7,3,92,117,1
"1625",2014,7,4,78,111,1
"1626",2014,7,5,68,94,0
"1627",2014,7,6,70,95,1
"1628",2014,7,7,84,122,1
"1629",2014,7,8,102,127,1
"1630",2014,7,9,76,94,1
"1631",2014,8,NA,23,31,1
"1632",2014,8,1,29,40,0
"1633",2014,8,2,23,29,0
"1634",2014,8,3,44,60,0
"1635",2014,8,4,42,59,0
"1636",2014,8,5,41,63,0
"1637",2014,8,6,31,38,0
"1638",2014,8,7,36,47,0
"1639",2014,8,8,54,79,0
"1640",2014,8,9,53,64,0
"1641",2014,9,NA,55,73,1
"1642",2014,9,1,70,97,0
"1643",2014,9,2,39,48,0
"1644",2014,9,3,104,129,0
"1645",2014,9,4,80,99,0
"1646",2014,9,5,79,103,0
"1647",2014,9,6,79,110,0
"1648",2014,9,7,82,99,1
"1649",2014,9,8,96,123,1
"1650",2014,9,9,101,140,0
"1651",2014,10,NA,76,93,0
"1652",2014,10,1,110,142,2
"1653",2014,10,2,59,74,0
"1654",2014,10,3,92,117,0
"1655",2014,10,4,87,124,0
"1656",2014,10,5,74,89,1
"1657",2014,10,6,83,113,0
"1658",2014,10,7,93,127,0
"1659",2014,10,8,105,136,0
"1660",2014,10,9,96,128,0
"1661",2014,11,NA,106,149,0
"1662",2014,11,1,75,89,0
"1663",2014,11,2,51,63,0
"1664",2014,11,3,76,97,0
"1665",2014,11,4,65,79,0
"1666",2014,11,5,71,95,1
"1667",2014,11,6,58,68,0
"1668",2014,11,7,62,88,1
"1669",2014,11,8,84,104,0
"1670",2014,11,9,82,113,0
"1671",2014,12,NA,114,155,0
"1672",2014,12,1,71,102,1
"1673",2014,12,2,40,49,0
"1674",2014,12,3,76,102,0
"1675",2014,12,4,55,65,1
"1676",2014,12,5,53,79,0
"1677",2014,12,6,49,57,0
"1678",2014,12,7,68,76,0
"1679",2014,12,8,69,86,0
"1680",2014,12,9,84,117,0
"1681",2015,1,NA,161,213,1
"1682",2015,1,1,49,57,0
